District,Building Type,Rooms,Area,Floor,Renovation,Price
Նոր Նորք,Պանելային,2,60,4,Կապիտալ,86000.0
Մալաթիա Սեբաստիա,Պանելային,3,80,7,Կապիտալ,119000.0
Աջափնյակ,"Մոնոլիտ, Նորակառույց",2,46,3,Զրոյական վիճակ,66000.0
Արաբկիր,Քարե,3,69,3,Դիզայներական,210000.0
Արաբկիր,Քարե,2,57,4,Կապիտալ,125000.0
Արաբկիր,"Մոնոլիտ, Նորակառույց",2,59,5,Կապիտալ,150000.0
Շենգավիթ,Քարե,2,45,2,Կոսմետիկ,76000.0
Դավթաշեն,Պանելային,4,92,8,Կապիտալ,117500.0
Շենգավիթ,Քարե,2,57,2,Կապիտալ,116012.0
Դավթաշեն,Պանելային,2,58,5,Պետական վիճակ,73000.0
Քանաքեռ Զեյթուն,Պանելային,3,95,11,Նորմալ վիճակ,102000.0
Աջափնյակ,Մոնոլիտ,3,82,6,Նորմալ վիճակ,88000.0
Քանաքեռ Զեյթուն,Քարե,3,88,2,Կապիտալ,155000.0
Կենտրոն,Քարե,2,50,4,Կապիտալ,120000.0
Դավթաշեն,Պանելային,3,76,6,Նորմալ վիճակ,120000.0
Աջափնյակ,Քարե,1,38,2,Պետական վիճակ,54000.0
Արաբկիր,Քարե,3,69,5,Դիզայներական,160000.0
Մալաթիա Սեբաստիա,Պանելային,1,51,4,Նորմալ վիճակ,66000.0
Քանաքեռ Զեյթուն,Պանելային,3,79,2,Կապիտալ,155000.0
Քանաքեռ Զեյթուն,"Մոնոլիտ, Նորակառույց",2,68,7,Կապիտալ,157500.0
Արաբկիր,Պանելային,3,63,3,Կոսմետիկ,72000.0
Արաբկիր,Քարե,3,86,4,Նորմալ վիճակ,140000.0
Արաբկիր,Այլ,2,62,4,Կապիտալ,109000.0
Կենտրոն,Քարե,1,38,2,Կապիտալ,67000.0
Արաբկիր,Քարե,3,100,4,Կոսմետիկ,170151.0
Շենգավիթ,Քարե,3,55,2,Կապիտալ,95000.0
Արաբկիր,"Մոնոլիտ, Նորակառույց",3,80,9,Դիզայներական,259000.0
Նոր Նորք,Պանելային,3,74,5,Պետական վիճակ,74000.0
Կենտրոն,Քարե,3,104,2,Նորմալ վիճակ,250000.0
Կենտրոն,Քարե,2,65,2,Պետական վիճակ,140000.0
Էրեբունի,Պանելային,4,80,1,Նորմալ վիճակ,70000.0
Կենտրոն,"Մոնոլիտ, Նորակառույց",3,75,8,Կապիտալ,270000.0
Արաբկիր,"Մոնոլիտ, Նորակառույց",4,103,6,Դիզայներական,230000.0
Արաբկիր,"Մոնոլիտ, Նորակառույց",2,54,10,Դիզայներական,190000.0
Քանաքեռ Զեյթուն,"Մոնոլիտ, Նորակառույց",3,89,7,Կապիտալ,185000.0
Արաբկիր,Պանելային,3,83,8,Կապիտալ,190000.0
Արաբկիր,Քարե,3,92,2,Կապիտալ,210000.0
Մալաթիա Սեբաստիա,Պանելային,3,73,1,Կապիտալ,137000.0
Արաբկիր,Պանելային,3,63,3,Նորմալ վիճակ,120000.0
Արաբկիր,Քարե,3,77,4,Կապիտալ,160000.0
Քանաքեռ Զեյթուն,Քարե,2,44,5,Դիզայներական,86000.0
Արաբկիր,"Մոնոլիտ, Նորակառույց",4,115,2,Դիզայներական,270000.0
Կենտրոն,Քարե,1,32,2,Կապիտալ,163000.0
Դավթաշեն,Պանելային,3,78,2,Դիզայներական,133000.0
Արաբկիր,Քարե,3,78,7,Կապիտալ,142000.0
Արաբկիր,Քարե,3,100,4,Կապիտալ,168000.0
Աջափնյակ,Պանելային,1,45,15,Պետական վիճակ,60000.0
Մալաթիա Սեբաստիա,Պանելային,3,75,2,Նորմալ վիճակ,88000.0
Արաբկիր,Պանելային,3,61,3,Նորմալ վիճակ,71000.0
Դավթաշեն,Պանելային,3,73,8,Կապիտալ,120000.0
Քանաքեռ Զեյթուն,Պանելային,3,76,9,Դիզայներական,125000.0
Արաբկիր,"Մոնոլիտ, Նորակառույց",3,125,17,Զրոյական վիճակ,244000.0
Արաբկիր,"Մոնոլիտ, Նորակառույց",2,55,5,Կապիտալ,157000.0
Ավան,Պանելային,2,48,11,Կոսմետիկ,69000.0
Նոր Նորք,Պանելային,3,74,4,Պետական վիճակ,89000.0
Աջափնյակ,Քարե,3,72,5,Դիզայներական,103000.0
Կենտրոն,Պանելային,3,96,6,Դիզայներական,132000.0
Արաբկիր,Պանելային,4,100,12,Կապիտալ,220000.0
Նոր Նորք,Պանելային,4,100,5,Նորմալ վիճակ,124000.0
Արաբկիր,Քարե,2,51,5,Դիզայներական,130000.0
Արաբկիր,"Մոնոլիտ, Նորակառույց",4,94,12,Զրոյական վիճակ,165000.0
Արաբկիր,"Մոնոլիտ, Նորակառույց",3,70,3,Դիզայներական,168000.0
Արաբկիր,Քարե,4,90,3,Նորմալ վիճակ,163000.0
Նոր Նորք,Պանելային,3,89,9,Կապիտալ,90000.0
Դավթաշեն,Պանելային,2,66,8,Դիզայներական,110000.0
Արաբկիր,Քարե,3,68,3,Կապիտալ,152000.0
Կենտրոն,Այլ,2,56,4,Կապիտալ,231500.0
Շենգավիթ,Քարե,3,88,3,Պետական վիճակ,79000.0
Քանաքեռ Զեյթուն,"Մոնոլիտ, Նորակառույց",2,54,9,Կապիտալ,129000.0
Շենգավիթ,Քարե,4,89,3,Նորմալ վիճակ,87000.0
Շենգավիթ,"Մոնոլիտ, Նորակառույց",3,66,1,Կապիտալ,84000.0
Արաբկիր,Պանելային,1,32,6,Կապիտալ,75000.0
Դավթաշեն,"Մոնոլիտ, Նորակառույց",2,72,10,Կապիտալ,210000.0
Քանաքեռ Զեյթուն,Պանելային,3,100,8,Նորմալ վիճակ,120000.0
Մալաթիա Սեբաստիա,"Մոնոլիտ, Նորակառույց",2,46,5,Կապիտալ,90000.0
Արաբկիր,"Մոնոլիտ, Նորակառույց",3,95,8,Զրոյական վիճակ,199000.0
Արաբկիր,Պանելային,4,90,13,Նորմալ վիճակ,173000.0
Արաբկիր,"Մոնոլիտ, Նորակառույց",3,85,8,Դիզայներական,255000.0
Շենգավիթ,Քարե,3,78,4,Նորմալ վիճակ,75000.0
Շենգավիթ,Քարե,2,45,1,Կապիտալ,70000.0
Կենտրոն,"Մոնոլիտ, Նորակառույց",2,70,2,Դիզայներական,243000.0
Մալաթիա Սեբաստիա,Քարե,3,78,4,Պետական վիճակ,89000.0
Արաբկիր,Քարե,2,64,5,Դիզայներական,120000.0
Մալաթիա Սեբաստիա,Պանելային,3,75,8,Նորմալ վիճակ,84000.0
Կենտրոն,Պանելային,1,40,11,Կապիտալ,94000.0
Աջափնյակ,"Այլ, Նորակառույց",2,50,6,Կապիտալ,90000.0
Մալաթիա Սեբաստիա,Պանելային,3,72,3,Կապիտալ,97000.0
Արաբկիր,"Մոնոլիտ, Նորակառույց",2,60,13,Դիզայներական,185000.0
Մալաթիա Սեբաստիա,Մոնոլիտ,2,60,7,Կապիտալ,204000.0
Դավթաշեն,Պանելային,4,76,8,Կապիտալ,116000.0
Արաբկիր,"Մոնոլիտ, Նորակառույց",2,57,14,Կապիտալ,216000.0
Արաբկիր,Պանելային,2,67,3,Նորմալ վիճակ,110000.0
Կենտրոն,Պանելային,3,100,15,Դիզայներական,210000.0
Արաբկիր,Պանելային,3,52,1,Կապիտալ,92000.0
Դավթաշեն,"Մոնոլիտ, Նորակառույց",2,57,3,Դիզայներական,127000.0
Արաբկիր,"Մոնոլիտ, Նորակառույց",3,103,6,Դիզայներական,250000.0
Քանաքեռ Զեյթուն,Պանելային,3,80,10,Կապիտալ,100000.0
Աջափնյակ,Քարե,3,70,2,Կապիտալ,95000.0
Արաբկիր,Քարե,2,70,3,Նորմալ վիճակ,155000.0
Նոր Նորք,Պանելային,3,76,1,Կապիտալ,82000.0
Արաբկիր,"Մոնոլիտ, Նորակառույց",3,71,13,Դիզայներական,175000.0
Արաբկիր,Պանելային,3,75,4,Կապիտալ,142000.0
Դավթաշեն,Պանելային,4,76,8,Կապիտալ,99000.0
Աջափնյակ,Պանելային,2,53,2,Նորմալ վիճակ,68000.0
Քանաքեռ Զեյթուն,"Մոնոլիտ, Նորակառույց",3,83,10,Կապիտալ,225000.0
Քանաքեռ Զեյթուն,Պանելային,2,65,1,Դիզայներական,95000.0
Արաբկիր,Քարե,3,56,3,Նորմալ վիճակ,100000.0
Մալաթիա Սեբաստիա,"Մոնոլիտ, Նորակառույց",2,68,7,Դիզայներական,177000.0
Աջափնյակ,Քարե,2,54,3,Նորմալ վիճակ,98000.0
Ավան,Պանելային,2,68,3,Կապիտալ,95000.0
Դավթաշեն,Պանելային,3,78,8,Նորմալ վիճակ,140000.0
Կենտրոն,Քարե,2,63,2,Նորմալ վիճակ,150000.0
Շենգավիթ,Քարե,2,35,3,Դիզայներական,88000.0
Աջափնյակ,Պանելային,2,70,3,Նորմալ վիճակ,78000.0
Քանաքեռ Զեյթուն,Պանելային,3,60,5,Կապիտալ,90000.0
Նոր Նորք,Պանելային,3,76,5,Կոսմետիկ,82000.0
Մալաթիա Սեբաստիա,Պանելային,3,72,3,Նորմալ վիճակ,95000.0
Մալաթիա Սեբաստիա,Քարե,2,46,1,Պետական վիճակ,58000.0
Արաբկիր,Քարե,4,87,5,Կոսմետիկ,175000.0
Դավթաշեն,Պանելային,3,97,9,Նորմալ վիճակ,135000.0
Քանաքեռ Զեյթուն,Քարե,2,47,3,Կապիտալ,98000.0
Շենգավիթ,Քարե,1,18,8,Կապիտալ,46000.0
Կենտրոն,Պանելային,3,104,15,Կապիտալ,200000.0
Կենտրոն,Պանելային,2,53,1,Դիզայներական,160000.0
Էրեբունի,Քարե,3,98,5,Կոսմետիկ,84000.0
Արաբկիր,Քարե,3,83,2,Նորմալ վիճակ,179000.0
Նուբարաշեն,Քարե,2,63,4,Կոսմետիկ,66000.0
Կենտրոն,"Մոնոլիտ, Նորակառույց",3,65,3,Դիզայներական,210000.0
Նոր Նորք,Պանելային,2,41,6,Կապիտալ,66000.0
Արաբկիր,Քարե,3,70,3,Նորմալ վիճակ,120000.0
Կենտրոն,Այլ,4,122,7,Կապիտալ,230000.0
Արաբկիր,Քարե,2,62,4,Պետական վիճակ,115860.0
Աջափնյակ,"Մոնոլիտ, Նորակառույց",2,57,14,Զրոյական վիճակ,69000.0
Նոր Նորք,Մոնոլիտ,2,55,2,Դիզայներական,150000.0
Շենգավիթ,Քարե,2,48,3,Կապիտալ,77000.0
Արաբկիր,Քարե,4,120,3,Կապիտալ,195000.0
Արաբկիր,Քարե,2,60,2,Նորմալ վիճակ,141000.0
Քանաքեռ Զեյթուն,Քարե,2,50,1,Նորմալ վիճակ,67000.0
Քանաքեռ Զեյթուն,"Մոնոլիտ, Նորակառույց",2,55,5,Կապիտալ,118000.0
Մալաթիա Սեբաստիա,Պանելային,5,127,2,Կապիտալ,150000.0
Մալաթիա Սեբաստիա,Պանելային,4,90,9,Կապիտալ,110000.0
Մալաթիա Սեբաստիա,Քարե,2,46,3,Կոսմետիկ,62000.0
Կենտրոն,Քարե,3,90,2,Դիզայներական,265000.0
Ավան,Պանելային,3,70,4,Նորմալ վիճակ,92000.0
Շենգավիթ,Քարե,3,84,3,Կապիտալ,270000.0
Նոր Նորք,Քարե,2,68,1,Կապիտալ,92000.0
Մալաթիա Սեբաստիա,Պանելային,3,85,8,Նորմալ վիճակ,91000.0
Կենտրոն,Պանելային,2,68,3,Կապիտալ,204000.0
Մալաթիա Սեբաստիա,Պանելային,3,63,2,Կապիտալ,77000.0
Նոր Նորք,Պանելային,1,41,11,Պետական վիճակ,60000.0
Քանաքեռ Զեյթուն,"Մոնոլիտ, Նորակառույց",4,120,2,Դիզայներական,220000.0
Մալաթիա Սեբաստիա,Քարե,2,72,2,Նորմալ վիճակ,81000.0
Նոր Նորք,Պանելային,3,70,1,Կոսմետիկ,85000.0
Դավթաշեն,"Մոնոլիտ, Նորակառույց",2,66,5,Դիզայներական,163000.0
Մալաթիա Սեբաստիա,"Մոնոլիտ, Նորակառույց",3,72,7,Կապիտալ,147000.0
Արաբկիր,Քարե,3,103,2,Դիզայներական,170000.0
Մալաթիա Սեբաստիա,Քարե,3,80,4,Կոսմետիկ,90000.0
Քանաքեռ Զեյթուն,Պանելային,2,53,9,Նորմալ վիճակ,80000.0
Արաբկիր,Քարե,3,77,2,Նորմալ վիճակ,145000.0
Մալաթիա Սեբաստիա,Պանելային,2,68,3,Նորմալ վիճակ,75000.0
Շենգավիթ,Քարե,1,40,3,Կապիտալ,68000.0
Շենգավիթ,Քարե,3,78,4,Կոսմետիկ,76000.0
Աջափնյակ,Պանելային,3,80,6,Կապիտալ,100000.0
Արաբկիր,"Մոնոլիտ, Նորակառույց",2,60,4,Կապիտալ,155000.0
Արաբկիր,Պանելային,3,100,7,Դիզայներական,200000.0
Դավթաշեն,Պանելային,2,67,3,Դիզայներական,108000.0
Քանաքեռ Զեյթուն,Քարե,2,55,4,Կապիտալ,152000.0
Դավթաշեն,Պանելային,3,94,6,Նորմալ վիճակ,137000.0
Դավթաշեն,Պանելային,2,68,11,Նորմալ վիճակ,100000.0
Արաբկիր,"Մոնոլիտ, Նորակառույց",1,30,2,Կապիտալ,49000.0
Դավթաշեն,"Մոնոլիտ, Նորակառույց",2,52,6,Զրոյական վիճակ,85550.0
Դավթաշեն,"Մոնոլիտ, Նորակառույց",2,46,8,Զրոյական վիճակ,83000.0
Մալաթիա Սեբաստիա,Քարե,4,74,1,Կապիտալ,75000.0
Դավթաշեն,Մոնոլիտ,3,74,6,Զրոյական վիճակ,110000.0
Դավթաշեն,Քարե,3,70,1,Դիզայներական,95000.0
Արաբկիր,Պանելային,3,83,3,Կապիտալ,153000.0
Կենտրոն,Քարե,4,85,4,Կոսմետիկ,180000.0
Կենտրոն,Քարե,3,85,4,Պետական վիճակ,180000.0
Արաբկիր,Քարե,3,92,3,Դիզայներական,174000.0
Շենգավիթ,Քարե,2,55,3,Կապիտալ,95000.0
Նոր Նորք,Պանելային,2,67,9,Կոսմետիկ,87000.0
Աջափնյակ,Քարե,1,31,1,Կապիտալ,63000.0
Արաբկիր,"Մոնոլիտ, Նորակառույց",4,103,6,Կապիտալ,230000.0
Արաբկիր,"Մոնոլիտ, Նորակառույց",3,95,8,Կապիտալ,194387.0
Դավթաշեն,"Մոնոլիտ, Նորակառույց",3,74,14,Զրոյական վիճակ,120000.0
Մալաթիա Սեբաստիա,"Մոնոլիտ, Նորակառույց",3,75,6,Զրոյական վիճակ,125000.0
Էրեբունի,Պանելային,3,60,6,Կապիտալ,110000.0
Աջափնյակ,Պանելային,3,80,4,Դիզայներական,108000.0
Քանաքեռ Զեյթուն,Պանելային,3,98,9,Կապիտալ,125000.0
Կենտրոն,Քարե,1,40,1,Կապիտալ,100000.0
Դավթաշեն,Պանելային,4,87,8,Նորմալ վիճակ,107500.0
Էրեբունի,Քարե,2,58,5,Կապիտալ,82000.0
Արաբկիր,Պանելային,2,60,9,Նորմալ վիճակ,90000.0
Աջափնյակ,"Մոնոլիտ, Նորակառույց",2,60,3,Կապիտալ,82000.0
Դավթաշեն,Պանելային,4,93,3,Կապիտալ,145000.0
Արաբկիր,Պանելային,2,58,2,Նորմալ վիճակ,112000.0
Արաբկիր,Քարե,2,42,2,Կապիտալ,89000.0
Արաբկիր,Քարե,2,35,4,Դիզայներական,79000.0
Դավթաշեն,Պանելային,3,66,8,Կապիտալ,110000.0
Նոր Նորք,Պանելային,3,64,2,Կապիտալ,91000.0
Արաբկիր,"Մոնոլիտ, Նորակառույց",4,118,2,Կապիտալ,236000.0
Քանաքեռ Զեյթուն,"Մոնոլիտ, Նորակառույց",3,109,2,Դիզայներական,225000.0
Արաբկիր,Քարե,3,75,3,Նորմալ վիճակ,125000.0
Մալաթիա Սեբաստիա,Պանելային,4,98,1,Կապիտալ,124000.0
Արաբկիր,Պանելային,2,45,7,Կապիտալ,92000.0
Արաբկիր,"Մոնոլիտ, Նորակառույց",3,84,7,Կապիտալ,205000.0
Դավթաշեն,"Պանելային, Նորակառույց",3,63,2,Կապիտալ,135000.0
Քանաքեռ Զեյթուն,Պանելային,2,57,11,Կապիտալ,90000.0
Քանաքեռ Զեյթուն,Պանելային,4,80,2,Կապիտալ,120000.0
Դավթաշեն,Պանելային,3,96,8,Նորմալ վիճակ,155000.0
Կենտրոն,Մոնոլիտ,2,40,11,Կապիտալ,126000.0
Շենգավիթ,Պանելային,3,83,4,Կապիտալ,120000.0
Դավթաշեն,Այլ,2,80,1,Նորմալ վիճակ,130000.0
Շենգավիթ,Քարե,3,88,3,Պետական վիճակ,77000.0
Կենտրոն,Այլ,3,79,5,Նորմալ վիճակ,180000.0
Արաբկիր,Քարե,3,85,1,Դիզայներական,175000.0
Մալաթիա Սեբաստիա,Քարե,3,76,5,Կոսմետիկ,90000.0
Կենտրոն,Մոնոլիտ,2,40,8,Կապիտալ,123000.0
Արաբկիր,Քարե,2,45,6,Կոսմետիկ,84000.0
Արաբկիր,Քարե,3,78,2,Դիզայներական,175000.0
Արաբկիր,Քարե,3,100,4,Նորմալ վիճակ,260000.0
Կենտրոն,Քարե,3,64,1,Կապիտալ,130000.0
Աջափնյակ,Պանելային,2,44,2,Կապիտալ,68000.0
Դավթաշեն,Պանելային,2,65,11,Կապիտալ,88000.0
Կենտրոն,Քարե,1,30,3,Դիզայներական,108000.0
Քանաքեռ Զեյթուն,"Մոնոլիտ, Նորակառույց",2,54,9,Կապիտալ,135000.0
Նոր Նորք,Պանելային,2,52,5,Նորմալ վիճակ,73000.0
Աջափնյակ,Քարե,3,80,1,Կապիտալ,220000.0
Դավթաշեն,"Մոնոլիտ, Նորակառույց",3,90,6,Կապիտալ,172000.0
Կենտրոն,Պանելային,2,40,5,Կապիտալ,129000.0
Կենտրոն,Մոնոլիտ,1,62,12,Պետական վիճակ,127000.0
Դավթաշեն,"Մոնոլիտ, Նորակառույց",2,40,12,Կապիտալ,142000.0
Արաբկիր,Քարե,1,40,2,Պետական վիճակ,79000.0
Քանաքեռ Զեյթուն,Պանելային,1,33,2,Կապիտալ,46000.0
Քանաքեռ Զեյթուն,Պանելային,1,36,1,Կապիտալ,55000.0
Աջափնյակ,Քարե,1,30,1,Կապիտալ,53000.0
Աջափնյակ,Պանելային,3,98,5,Կապիտալ,115000.0
Քանաքեռ Զեյթուն,Պանելային,3,87,7,Կապիտալ,125000.0
Արաբկիր,Պանելային,3,81,12,Դիզայներական,180000.0
Արաբկիր,Քարե,2,46,6,Պետական վիճակ,83000.0
Արաբկիր,Քարե,1,42,5,Կոսմետիկ,77000.0
Արաբկիր,Քարե,2,37,5,Նորմալ վիճակ,75000.0
Էրեբունի,Պանելային,3,74,2,Նորմալ վիճակ,86000.0
Շենգավիթ,Պանելային,3,64,6,Պետական վիճակ,79000.0
Քանաքեռ Զեյթուն,Պանելային,3,61,6,Կապիտալ,95000.0
