District,Building Type,Rooms,Area,Floor,Renovation,Price
Արաբկիր,Պանելային,4,85,5,Կապիտալ,127000.0
Արաբկիր,Մոնոլիտ,3,92,2,Նորմալ վիճակ,87000.0
Էրեբունի,Քարե,3,75,4,Նորմալ վիճակ,106000.0
Ավան,Պանելային,1,56,10,Կոսմետիկ,71500.0
Արաբկիր,Մոնոլիտ,3,79,13,Կապիտալ,132000.0
Նոր Նորք,Քարե,3,72,4,Նորմալ վիճակ,96000.0
Կենտրոն,"Մոնոլիտ, Նորակառույց",2,52,10,Կապիտալ,125000.0
Կենտրոն,Քարե,3,88,4,Կապիտալ,220000.0
Արաբկիր,Քարե,2,63,4,Պետական վիճակ,130000.0
Մալաթիա Սեբաստիա,"Մոնոլիտ, Նորակառույց",2,56,10,Զրոյական վիճակ,90000.0
Մալաթիա Սեբաստիա,Քարե,5,110,4,Կապիտալ,112000.0
Կենտրոն,Պանելային,1,40,6,Կոսմետիկ,120000.0
Նոր Նորք,Պանելային,3,47,8,Նորմալ վիճակ,72000.0
Արաբկիր,Քարե,1,35,1,Դիզայներական,77500.0
Աջափնյակ,Պանելային,1,42,9,Պետական վիճակ,53000.0
Արաբկիր,Պանելային,3,102,9,Կոսմետիկ,123000.0
Արաբկիր,Պանելային,3,62,12,Կոսմետիկ,92000.0
Արաբկիր,Քարե,3,71,4,Կապիտալ,113000.0
Մալաթիա Սեբաստիա,Պանելային,2,49,3,Դիզայներական,105000.0
Կենտրոն,Մոնոլիտ,2,75,5,Կոսմետիկ,240000.0
Նոր Նորք,"Մոնոլիտ, Նորակառույց",4,97,4,Զրոյական վիճակ,86000.0
Շենգավիթ,Պանելային,3,41,3,Կապիտալ,52000.0
Ավան,Կասետային,1,41,2,Կապիտալ,65000.0
Շենգավիթ,Քարե,1,30,1,Պետական վիճակ,54000.0
Շենգավիթ,Քարե,1,44,3,Կոսմետիկ,59000.0
Ավան,Պանելային,1,42,2,Կապիտալ,66000.0
Քանաքեռ Զեյթուն,"Մոնոլիտ, Նորակառույց",2,62,6,Կապիտալ,113000.0
Կենտրոն,Քարե,1,23,4,Պետական վիճակ,63000.0
Դավթաշեն,Քարե,1,50,4,Նորմալ վիճակ,70000.0
Կենտրոն,Մոնոլիտ,2,66,12,Կապիտալ,175000.0
Մալաթիա Սեբաստիա,"Մոնոլիտ, Նորակառույց",3,77,10,Կապիտալ,177500.0
Արաբկիր,Քարե,3,96,1,Կապիտալ,230000.0
Էրեբունի,Պանելային,3,71,8,Կոսմետիկ,98000.0
Նոր Նորք,Քարե,3,78,1,Պետական վիճակ,80000.0
Մալաթիա Սեբաստիա,Քարե,2,40,5,Կապիտալ,67000.0
Ավան,Պանելային,2,47,8,Նորմալ վիճակ,75000.0
Արաբկիր,Քարե,3,75,5,Նորմալ վիճակ,136000.0
Քանաքեռ Զեյթուն,"Մոնոլիտ, Նորակառույց",2,53,13,Դիզայներական,158000.0
Մալաթիա Սեբաստիա,Քարե,1,44,1,Կոսմետիկ,71500.0
Ավան,Պանելային,3,50,4,Կոսմետիկ,70000.0
Աջափնյակ,Քարե,3,71,4,Կոսմետիկ,80000.0
Շենգավիթ,Քարե,3,79,1,Պետական վիճակ,75000.0
Նոր Նորք,Կասետային,2,50,2,Կոսմետիկ,78500.0
Արաբկիր,Քարե,1,43,5,Դիզայներական,120000.0
Մալաթիա Սեբաստիա,Քարե,3,85,2,Նորմալ վիճակ,83000.0
Կենտրոն,Պանելային,2,45,6,Կապիտալ,112000.0
Նոր Նորք,Պանելային,2,42,10,Կապիտալ,64000.0
Նոր Նորք,Քարե,3,86,1,Կապիտալ,87000.0
Աջափնյակ,Քարե,3,70,2,Նորմալ վիճակ,95000.0
Քանաքեռ Զեյթուն,Քարե,4,90,5,Կապիտալ,116012.0
Արաբկիր,"Մոնոլիտ, Նորակառույց",3,102,3,Զրոյական վիճակ,170000.0
Կենտրոն,Քարե,2,49,2,Կապիտալ,270000.0
Շենգավիթ,Քարե,2,50,1,Կապիտալ,76000.0
Քանաքեռ Զեյթուն,Քարե,1,36,2,Նորմալ վիճակ,82000.0
Մալաթիա Սեբաստիա,"Մոնոլիտ, Նորակառույց",3,93,10,Նորմալ վիճակ,252649.0
Դավթաշեն,Պանելային,1,34,7,Կապիտալ,63000.0
Մալաթիա Սեբաստիա,Քարե,1,50,5,Նորմալ վիճակ,63000.0
Արաբկիր,Մոնոլիտ,2,56,10,Պետական վիճակ,90000.0
Արաբկիր,Քարե,3,90,4,Կապիտալ,220000.0
Նոր Նորք,Մոնոլիտ,3,82,8,Կապիտալ,105000.0
Արաբկիր,Մոնոլիտ,3,80,9,Զրոյական վիճակ,114000.0
Արաբկիր,Քարե,4,100,4,Կոսմետիկ,160000.0
Կենտրոն,Քարե,2,47,5,Կոսմետիկ,115000.0
Էրեբունի,Պանելային,3,81,10,Կապիտալ,125000.0
Նոր Նորք,Քարե,2,38,1,Պետական վիճակ,56000.0
Ավան,Մոնոլիտ,4,96,11,Կոսմետիկ,105000.0
Քանաքեռ Զեյթուն,Պանելային,3,67,1,Կոսմետիկ,77000.0
Կենտրոն,Պանելային,2,40,11,Կապիտալ,99000.0
Ավան,Քարե,2,55,2,Կոսմետիկ,68500.0
Նոր Նորք,Պանելային,3,76,9,Պետական վիճակ,80000.0
Քանաքեռ Զեյթուն,Քարե,3,71,1,Կոսմետիկ,85000.0
Կենտրոն,Քարե,2,52,5,Նորմալ վիճակ,105000.0
Քանաքեռ Զեյթուն,Պանելային,4,87,1,Կոսմետիկ,77000.0
Նոր Նորք,Մոնոլիտ,3,90,14,Կապիտալ,97000.0
Արաբկիր,Քարե,1,43,5,Նորմալ վիճակ,82000.0
Կենտրոն,Քարե,2,63,2,Նորմալ վիճակ,150000.0
Քանաքեռ Զեյթուն,Քարե,1,40,3,Կոսմետիկ,66500.0
Նոր Նորք,Մոնոլիտ,3,66,11,Կապիտալ,117000.0
Էրեբունի,Պանելային,2,67,9,Կապիտալ,82000.0
Շենգավիթ,Քարե,2,55,2,Նորմալ վիճակ,87000.0
Կենտրոն,Պանելային,2,51,1,Կոսմետիկ,131000.0
Դավթաշեն,Պանելային,3,85,13,Դիզայներական,195000.0
Կենտրոն,Քարե,2,56,1,Նորմալ վիճակ,260000.0
Շենգավիթ,Քարե,2,58,1,Կոսմետիկ,70000.0
Շենգավիթ,Քարե,4,85,1,Կոսմետիկ,112000.0
Շենգավիթ,Քարե,2,28,4,Պետական վիճակ,38000.0
Էրեբունի,Պանելային,3,73,9,Նորմալ վիճակ,82000.0
Կենտրոն,Քարե,3,66,4,Կապիտալ,205000.0
Արաբկիր,Քարե,2,54,1,Կապիտալ,112000.0
Արաբկիր,Քարե,2,53,5,Պետական վիճակ,115000.0
Քանաքեռ Զեյթուն,Պանելային,1,31,2,Կապիտալ,53000.0
Էրեբունի,"Մոնոլիտ, Նորակառույց",4,120,3,Զրոյական վիճակ,115000.0
Քանաքեռ Զեյթուն,Քարե,2,62,3,Կապիտալ,85000.0
Աջափնյակ,Քարե,3,75,5,Կոսմետիկ,90000.0
Ավան,Պանելային,2,49,9,Կապիտալ,70000.0
Էրեբունի,Պանելային,2,66,7,Նորմալ վիճակ,78000.0
Քանաքեռ Զեյթուն,Պանելային,1,31,4,Կոսմետիկ,59000.0
Էրեբունի,Քարե,3,58,4,Կոսմետիկ,83500.0
Արաբկիր,"Մոնոլիտ, Նորակառույց",3,96,4,Զրոյական վիճակ,155000.0
Արաբկիր,Մոնոլիտ,3,85,6,Կոսմետիկ,142000.0
Էրեբունի,Պանելային,1,54,3,Նորմալ վիճակ,66500.0
Մալաթիա Սեբաստիա,Պանելային,1,53,1,Կապիտալ,71000.0
Նոր Նորք,"Մոնոլիտ, Նորակառույց",3,70,8,Դիզայներական,138000.0
Նոր Նորք,Պանելային,3,90,7,Կոսմետիկ,110000.0
Կենտրոն,"Մոնոլիտ, Նորակառույց",3,65,2,Կապիտալ,245000.0
Քանաքեռ Զեյթուն,Մոնոլիտ,3,86,4,Նորմալ վիճակ,97000.0
Նոր Նորք,Պանելային,3,52,1,Կապիտալ,97000.0
Նոր Նորք,"Մոնոլիտ, Նորակառույց",3,85,9,Կոսմետիկ,86000.0
Կենտրոն,Քարե,1,30,2,Կոսմետիկ,65000.0
Նոր Նորք,Պանելային,3,67,9,Կոսմետիկ,92000.0
Արաբկիր,Քարե,2,57,4,Պետական վիճակ,102000.0
Ավան,Պանելային,3,83,5,Կապիտալ,102000.0
Մալաթիա Սեբաստիա,Պանելային,1,40,3,Կապիտալ,75000.0
Քանաքեռ Զեյթուն,Քարե,2,52,4,Կապիտալ,75000.0
Մալաթիա Սեբաստիա,Պանելային,3,87,2,Դիզայներական,100000.0
Նոր Նորք,"Մոնոլիտ, Նորակառույց",3,83,2,Կապիտալ,93000.0
Նոր Նորք,Քարե,3,7,3,Պետական վիճակ,97000.0
Դավթաշեն,Պանելային,3,100,3,Կապիտալ,165000.0
Քանաքեռ Զեյթուն,Պանելային,4,90,7,Պետական վիճակ,86000.0
Մալաթիա Սեբաստիա,Քարե,3,76,4,Կապիտալ,124799.0
Աջափնյակ,Մոնոլիտ,3,60,12,Զրոյական վիճակ,65000.0
Արաբկիր,Քարե,3,70,4,Պետական վիճակ,94000.0
Արաբկիր,Պանելային,3,84,12,Կապիտալ,150000.0
Շենգավիթ,Պանելային,1,35,4,Կապիտալ,50000.0
Կենտրոն,Պանելային,2,67,10,Կապիտալ,142000.0
Աջափնյակ,Պանելային,2,67,9,Կապիտալ,90000.0
Նոր Նորք,Պանելային,2,47,1,Դիզայներական,65000.0
Մալաթիա Սեբաստիա,Պանելային,3,60,9,Նորմալ վիճակ,77000.0
Ավան,Պանելային,3,62,6,Նորմալ վիճակ,85000.0
Արաբկիր,Քարե,2,33,5,Դիզայներական,85000.0
Կենտրոն,Պանելային,4,106,3,Նորմալ վիճակ,255000.0
Արաբկիր,Պանելային,2,42,8,Դիզայներական,89000.0
Քանաքեռ Զեյթուն,"Մոնոլիտ, Նորակառույց",2,62,13,Դիզայներական,145000.0
Էրեբունի,Քարե,1,31,2,Կոսմետիկ,62000.0
Աջափնյակ,Քարե,2,54,3,Նորմալ վիճակ,71500.0
Արաբկիր,"Մոնոլիտ, Նորակառույց",2,46,2,Կապիտալ,107000.0
Կենտրոն,"Մոնոլիտ, Նորակառույց",2,61,6,Կապիտալ,153000.0
Կենտրոն,Պանելային,2,43,10,Կապիտալ,87000.0
Արաբկիր,Քարե,2,56,3,Նորմալ վիճակ,122500.0
Աջափնյակ,Պանելային,2,63,2,Նորմալ վիճակ,88000.0
Նոր Նորք,Քարե,1,37,2,Նորմալ վիճակ,52000.0
Շենգավիթ,Քարե,2,50,2,Կապիտալ,77500.0
Արաբկիր,"Մոնոլիտ, Նորակառույց",3,100,4,Զրոյական վիճակ,225000.0
Նոր Նորք,Պանելային,2,60,4,Կոսմետիկ,77000.0
Նոր Նորք,Պանելային,2,63,6,Նորմալ վիճակ,82000.0
Շենգավիթ,Պանելային,2,68,9,Կոսմետիկ,90000.0
Ավան,Պանելային,2,54,1,Նորմալ վիճակ,63000.0
Քանաքեռ Զեյթուն,Պանելային,3,62,2,Պետական վիճակ,80000.0
Դավթաշեն,"Մոնոլիտ, Նորակառույց",2,52,6,Կապիտալ,122000.0
Էրեբունի,Պանելային,2,65,6,Կապիտալ,85000.0
Էրեբունի,Քարե,2,69,1,Կոսմետիկ,87000.0
Նոր Նորք,Մոնոլիտ,3,76,10,Կոսմետիկ,86000.0
Էրեբունի,Պանելային,3,71,8,Կոսմետիկ,96000.0
Նոր Նորք,Պանելային,3,77,6,Կապիտալ,120000.0
Դավթաշեն,Պանելային,3,96,6,Նորմալ վիճակ,117000.0
Քանաքեռ Զեյթուն,"Մոնոլիտ, Նորակառույց",2,68,6,Կապիտալ,220000.0
Կենտրոն,Քարե,3,70,9,Կոսմետիկ,75000.0
Շենգավիթ,Քարե,3,74,4,Պետական վիճակ,99000.0
Շենգավիթ,Քարե,2,48,2,Կապիտալ,70000.0
Ավան,"Մոնոլիտ, Նորակառույց",4,100,4,Կապիտալ,230000.0
Կենտրոն,Պանելային,2,65,3,Պետական վիճակ,145000.0
Կենտրոն,Պանելային,3,86,3,Կապիտալ,170000.0
Կենտրոն,Քարե,1,37,1,Կապիտալ,140000.0
Նոր Նորք,Քարե,1,36,1,Կոսմետիկ,53000.0
Էրեբունի,Պանելային,3,73,9,Նորմալ վիճակ,80000.0
Շենգավիթ,Քարե,3,75,5,Պետական վիճակ,120000.0
Արաբկիր,"Մոնոլիտ, Նորակառույց",3,85,2,Կապիտալ,200000.0
Կենտրոն,Պանելային,1,40,5,Դիզայներական,160000.0
Քանաքեռ Զեյթուն,"Մոնոլիտ, Նորակառույց",3,98,10,Կապիտալ,270000.0
Արաբկիր,Մոնոլիտ,2,60,2,Կապիտալ,105000.0
Աջափնյակ,Պանելային,1,41,12,Նորմալ վիճակ,61500.0
Նոր Նորք,Պանելային,3,78,3,Պետական վիճակ,86000.0
Արաբկիր,Քարե,1,43,5,Նորմալ վիճակ,76000.0
Արաբկիր,Պանելային,3,50,6,Կապիտալ,125000.0
Արաբկիր,Քարե,2,83,1,Կապիտալ,100000.0
Աջափնյակ,Պանելային,2,60,10,Նորմալ վիճակ,82000.0
Քանաքեռ Զեյթուն,Պանելային,1,33,2,Նորմալ վիճակ,49999.0
Շենգավիթ,Պանելային,3,84,2,Կոսմետիկ,78000.0
Նոր Նորք,Պանելային,4,89,9,Կապիտալ,92000.0
Կենտրոն,Պանելային,1,40,3,Պետական վիճակ,68500.0
Էրեբունի,Քարե,1,30,2,Նորմալ վիճակ,56500.0
Կենտրոն,Քարե,2,47,1,Պետական վիճակ,60000.0
Նոր Նորք,"Մոնոլիտ, Նորակառույց",2,46,5,Դիզայներական,70000.0
Կենտրոն,Պանելային,1,42,4,Կապիտալ,87000.0
Նոր Նորք,Քարե,1,37,1,Կապիտալ,51500.0
Շենգավիթ,Քարե,2,48,2,Կապիտալ,67000.0
Արաբկիր,Այլ,2,68,2,Նորմալ վիճակ,138000.0
Արաբկիր,Քարե,3,86,5,Կոսմետիկ,140000.0
Քանաքեռ Զեյթուն,Պանելային,4,84,8,Նորմալ վիճակ,88000.0
Նոր Նորք,Քարե,2,57,1,Կոսմետիկ,76000.0
Նոր Նորք,Քարե,1,37,5,Կոսմետիկ,46000.0
Ավան,Պանելային,1,43,8,Նորմալ վիճակ,60000.0
Նոր Նորք,Քարե,3,76,1,Նորմալ վիճակ,84000.0
Արաբկիր,Քարե,3,57,5,Կապիտալ,105000.0
Արաբկիր,"Մոնոլիտ, Նորակառույց",2,70,14,Զրոյական վիճակ,122000.0
Արաբկիր,Քարե,2,76,6,Պետական վիճակ,110000.0
Շենգավիթ,Քարե,4,94,3,Պետական վիճակ,103000.0
Արաբկիր,Պանելային,2,65,9,Կապիտալ,125000.0
Արաբկիր,Պանելային,3,80,7,Պետական վիճակ,113000.0
Դավթաշեն,"Մոնոլիտ, Նորակառույց",3,65,1,Կապիտալ,165000.0
Ավան,Պանելային,2,57,3,Կապիտալ,85000.0
Դավթաշեն,Պանելային,1,31,4,Կապիտալ,63000.0
Շենգավիթ,Քարե,1,25,1,Պետական վիճակ,43000.0
Նոր Նորք,"Քարե, Նորակառույց",3,75,2,Դիզայներական,109000.0
Քանաքեռ Զեյթուն,Պանելային,2,73,1,Կապիտալ,90000.0
Մալաթիա Սեբաստիա,Պանելային,4,120,9,Կապիտալ,90000.0
Շենգավիթ,Քարե,1,44,4,Պետական վիճակ,77000.0
Դավթաշեն,Պանելային,2,61,12,Նորմալ վիճակ,75000.0
Էրեբունի,Քարե,1,41,8,Նորմալ վիճակ,53000.0
Էրեբունի,Քարե,3,77,5,Պետական վիճակ,82000.0
Քանաքեռ Զեյթուն,Պանելային,2,52,1,Կապիտալ,75000.0
Էրեբունի,Պանելային,3,80,5,Նորմալ վիճակ,80000.0
Արաբկիր,Պանելային,3,83,8,Կապիտալ,220000.0
Էրեբունի,Քարե,1,35,4,Նորմալ վիճակ,53500.0
Քանաքեռ Զեյթուն,Պանելային,2,46,3,Կոսմետիկ,77000.0
Նոր Նորք,Պանելային,4,80,1,Կոսմետիկ,73000.0
Քանաքեռ Զեյթուն,"Մոնոլիտ, Նորակառույց",2,38,4,Կապիտալ,73000.0
Էրեբունի,Այլ,2,57,2,Նորմալ վիճակ,63000.0
Արաբկիր,Քարե,2,42,1,Կապիտալ,67500.0
Կենտրոն,Քարե,3,100,5,Նորմալ վիճակ,227681.0
Կենտրոն,Քարե,2,78,3,Պետական վիճակ,140000.0
Աջափնյակ,Քարե,1,47,4,Պետական վիճակ,73000.0
Շենգավիթ,Քարե,3,65,3,Նորմալ վիճակ,70000.0
Նոր Նորք,Քարե,3,78,5,Կապիտալ,90000.0
Աջափնյակ,Պանելային,2,57,10,Կոսմետիկ,66000.0
Մալաթիա Սեբաստիա,Պանելային,2,56,1,Կոսմետիկ,74000.0
Կենտրոն,Պանելային,2,64,8,Նորմալ վիճակ,140000.0
Շենգավիթ,Քարե,3,52,3,Կապիտալ,68000.0
Արաբկիր,"Մոնոլիտ, Նորակառույց",2,45,8,Դիզայներական,143000.0
Շենգավիթ,Պանելային,2,36,5,Կոսմետիկ,47000.0
Կենտրոն,"Մոնոլիտ, Նորակառույց",3,113,5,Զրոյական վիճակ,248000.0
Դավթաշեն,Պանելային,2,60,6,Կապիտալ,97000.0
Արաբկիր,"Մոնոլիտ, Նորակառույց",2,60,2,Զրոյական վիճակ,105000.0
Նոր Նորք,Քարե,4,107,2,Կոսմետիկ,110000.0
Էրեբունի,Քարե,2,40,1,Կապիտալ,83000.0
Նոր Նորք,Պանելային,5,90,9,Կոսմետիկ,102000.0
Շենգավիթ,"Մոնոլիտ, Նորակառույց",3,83,11,Նորմալ վիճակ,229000.0
Շենգավիթ,Պանելային,3,63,8,Կոսմետիկ,81000.0
Քանաքեռ Զեյթուն,Պանելային,1,33,3,Կապիտալ,56000.0
Նոր Նորք,Մոնոլիտ,3,65,8,Կոսմետիկ,78000.0
Կենտրոն,Քարե,2,40,4,Կապիտալ,155000.0
Կենտրոն,"Մոնոլիտ, Նորակառույց",3,72,3,Կապիտալ,265000.0
Շենգավիթ,Քարե,3,55,5,Կոսմետիկ,82000.0
Նուբարաշեն,Քարե,2,55,4,Կապիտալ,58000.0
Կենտրոն,Քարե,2,60,2,Կապիտալ,165000.0
Դավթաշեն,Պանելային,3,80,2,Նորմալ վիճակ,85000.0
Կենտրոն,Քարե,3,91,3,Նորմալ վիճակ,157000.0
Ավան,Պանելային,4,90,2,Կապիտալ,135000.0
Քանաքեռ Զեյթուն,"Մոնոլիտ, Նորակառույց",3,83,10,Կապիտալ,244000.0
Կենտրոն,Պանելային,3,86,8,Կապիտալ,190000.0
Կենտրոն,Քարե,3,86,2,Պետական վիճակ,160000.0
Շենգավիթ,Քարե,3,72,5,Կապիտալ,73000.0
Արաբկիր,Պանելային,2,46,2,Կապիտալ,125000.0
Էրեբունի,Քարե,3,67,5,Կոսմետիկ,82000.0
Ավան,Քարե,3,55,5,Դիզայներական,110000.0
Նոր Նորք,Քարե,1,37,1,Նորմալ վիճակ,57000.0
Արաբկիր,Պանելային,1,48,12,Նորմալ վիճակ,80000.0
Քանաքեռ Զեյթուն,Պանելային,3,50,1,Նորմալ վիճակ,65000.0
Արաբկիր,Քարե,4,85,1,Կապիտալ,190000.0
Քանաքեռ Զեյթուն,Պանելային,2,55,4,Նորմալ վիճակ,76500.0
Աջափնյակ,Քարե,2,49,2,Կապիտալ,82000.0
Շենգավիթ,Քարե,2,63,1,Կապիտալ,85000.0
Մալաթիա Սեբաստիա,Քարե,3,80,5,Կապիտալ,90000.0
Էրեբունի,Քարե,1,32,4,Կոսմետիկ,61000.0
Արաբկիր,Պանելային,3,69,6,Կապիտալ,123000.0
Նոր Նորք,Պանելային,2,38,5,Կապիտալ,170000.0
Ավան,Պանելային,2,56,6,Կոսմետիկ,180000.0
Նուբարաշեն,Քարե,3,76,4,Կոսմետիկ,80000.0
Ավան,Պանելային,2,68,3,Կապիտալ,95000.0
Քանաքեռ Զեյթուն,Պանելային,5,84,8,Կոսմետիկ,90000.0
Նոր Նորք,Պանելային,2,35,2,Կապիտալ,53000.0
Կենտրոն,Պանելային,1,41,9,Պետական վիճակ,77000.0
Աջափնյակ,Քարե,2,30,3,Դիզայներական,80000.0
Նոր Նորք,Քարե,3,70,5,Կապիտալ,93000.0
Նոր Նորք,Պանելային,2,60,1,Պետական վիճակ,70000.0
Նոր Նորք,Քարե,3,52,1,Կապիտալ,96000.0
Դավթաշեն,Պանելային,2,40,5,Կոսմետիկ,50000.0
Ավան,Պանելային,2,53,2,Դիզայներական,88000.0
Նոր Նորք,Պանելային,2,60,1,Կոսմետիկ,72000.0
Ավան,Պանելային,2,48,9,Նորմալ վիճակ,71000.0
Նոր Նորք,Պանելային,3,77,4,Կապիտալ,112000.0
Քանաքեռ Զեյթուն,Կասետային,3,50,2,Կապիտալ,125000.0
Նոր Նորք,Քարե,4,94,3,Կոսմետիկ,125000.0
Նոր Նորք,Պանելային,2,65,5,Պետական վիճակ,76000.0
Արաբկիր,"Մոնոլիտ, Նորակառույց",1,50,3,Դիզայներական,120000.0
Արաբկիր,Քարե,3,56,5,Կոսմետիկ,105000.0
Կենտրոն,"Մոնոլիտ, Նորակառույց",2,56,9,Կապիտալ,150000.0
Արաբկիր,"Մոնոլիտ, Նորակառույց",1,45,2,Դիզայներական,128000.0
Արաբկիր,Քարե,2,54,2,Նորմալ վիճակ,102000.0
Շենգավիթ,"Մոնոլիտ, Նորակառույց",2,81,11,Զրոյական վիճակ,133000.0
Նոր Նորք,Պանելային,3,73,4,Կոսմետիկ,87000.0
Աջափնյակ,Պանելային,1,44,4,Նորմալ վիճակ,59900.0
Արաբկիր,Քարե,3,80,4,Կապիտալ,160000.0
Արաբկիր,Պանելային,3,82,3,Պետական վիճակ,155000.0
Արաբկիր,Քարե,3,80,5,Կապիտալ,170000.0
Ավան,Պանելային,3,86,11,Կապիտալ,95000.0
Նոր Նորք,Պանելային,3,78,3,Պետական վիճակ,85000.0
Նոր Նորք,Պանելային,1,33,1,Կոսմետիկ,51000.0
Արաբկիր,Պանելային,3,92,2,Նորմալ վիճակ,85000.0
Շենգավիթ,Քարե,2,61,2,Նորմալ վիճակ,76000.0
Կենտրոն,Պանելային,2,50,10,Կապիտալ,119000.0
Դավթաշեն,Պանելային,2,56,6,Նորմալ վիճակ,85000.0
Շենգավիթ,Պանելային,2,51,1,Կոսմետիկ,66000.0
Կենտրոն,Քարե,3,80,3,Նորմալ վիճակ,169000.0
Աջափնյակ,Պանելային,3,104,10,Կոսմետիկ,115000.0
Արաբկիր,Քարե,2,60,2,Նորմալ վիճակ,75000.0
Արաբկիր,Քարե,3,85,3,Կոսմետիկ,138000.0
Աջափնյակ,Պանելային,1,38,3,Կապիտալ,52000.0
Կենտրոն,Պանելային,3,92,6,Նորմալ վիճակ,145000.0
Շենգավիթ,Քարե,2,33,2,Կոսմետիկ,46000.0
Աջափնյակ,Պանելային,2,41,1,Կապիտալ,62000.0
Շենգավիթ,Քարե,1,36,3,Կոսմետիկ,41000.0
Նոր Նորք,Քարե,3,64,5,Նորմալ վիճակ,83000.0
Քանաքեռ Զեյթուն,Պանելային,1,17,2,Կապիտալ,35000.0
Էրեբունի,Պանելային,2,36,4,Կապիտալ,50000.0
Մալաթիա Սեբաստիա,Պանելային,3,80,8,Կոսմետիկ,97000.0
Քանաքեռ Զեյթուն,Պանելային,4,84,8,Կապիտալ,88000.0
Արաբկիր,Քարե,3,86,3,Կոսմետիկ,250000.0
Շենգավիթ,Քարե,3,60,5,Կապիտալ,99000.0
Քանաքեռ Զեյթուն,Պանելային,2,62,3,Կոսմետիկ,76000.0
Ավան,Քարե,4,130,2,Կապիտալ,230000.0
Էրեբունի,Պանելային,4,83,1,Նորմալ վիճակ,82000.0
Քանաքեռ Զեյթուն,Քարե,3,75,3,Դիզայներական,133000.0
Նոր Նորք,Քարե,4,65,3,Կապիտալ,87000.0
Քանաքեռ Զեյթուն,Պանելային,3,98,9,Կապիտալ,125000.0
Էրեբունի,Պանելային,1,43,3,Նորմալ վիճակ,65000.0
Արաբկիր,Պանելային,1,54,6,Նորմալ վիճակ,95000.0
Արաբկիր,Քարե,3,80,4,Նորմալ վիճակ,138000.0
Աջափնյակ,Քարե,2,58,3,Նորմալ վիճակ,76500.0
Կենտրոն,Քարե,1,44,4,Նորմալ վիճակ,150000.0
Արաբկիր,Քարե,3,80,4,Կապիտալ,170000.0
Արաբկիր,Մոնոլիտ,2,72,6,Կապիտալ,125000.0
Արաբկիր,Քարե,3,86,4,Նորմալ վիճակ,140000.0
Դավթաշեն,Պանելային,3,60,6,Կապիտալ,97000.0
Շենգավիթ,Քարե,2,69,3,Նորմալ վիճակ,76000.0
Ավան,Պանելային,4,110,5,Պետական վիճակ,130000.0
Դավթաշեն,Պանելային,2,67,6,Նորմալ վիճակ,105000.0
Քանաքեռ Զեյթուն,Պանելային,2,66,1,Կապիտալ,97196.0
Շենգավիթ,Պանելային,2,60,9,Կոսմետիկ,76000.0
Ավան,Պանելային,1,42,3,Պետական վիճակ,59000.0
Շենգավիթ,Պանելային,3,73,1,Կապիտալ,90000.0
Մալաթիա Սեբաստիա,Քարե,3,75,4,Կապիտալ,85000.0
Կենտրոն,Այլ,2,36,4,Կապիտալ,140000.0
Կենտրոն,Քարե,1,33,5,Նորմալ վիճակ,68000.0
Արաբկիր,Քարե,4,113,3,Կապիտալ,186000.0
Դավթաշեն,"Մոնոլիտ, Նորակառույց",2,64,3,Պետական վիճակ,100000.0
Արաբկիր,Քարե,3,98,5,Կոսմետիկ,155000.0
Շենգավիթ,Պանելային,1,41,9,Կոսմետիկ,64000.0
Դավթաշեն,Պանելային,3,67,11,Դիզայներական,115000.0
Շենգավիթ,Պանելային,2,64,9,Նորմալ վիճակ,71000.0
Արաբկիր,Պանելային,3,83,1,Նորմալ վիճակ,112000.0
Շենգավիթ,Քարե,3,68,4,Կապիտալ,55000.0
Աջափնյակ,Պանելային,2,63,8,Նորմալ վիճակ,67000.0
Կենտրոն,Պանելային,3,50,12,Կապիտալ,116000.0
Աջափնյակ,Պանելային,2,66,2,Կապիտալ,87000.0
Արաբկիր,Պանելային,2,63,2,Նորմալ վիճակ,100000.0
Նոր Նորք,Պանելային,4,125,7,Կապիտալ,130000.0
Քանաքեռ Զեյթուն,Քարե,1,40,1,Կոսմետիկ,43000.0
Արաբկիր,"Մոնոլիտ, Նորակառույց",3,85,2,Դիզայներական,210000.0
Աջափնյակ,Քարե,2,50,2,Պետական վիճակ,68800.0
Արաբկիր,Քարե,3,81,3,Կոսմետիկ,165000.0
Արաբկիր,Քարե,3,70,2,Կապիտալ,158000.0
Աջափնյակ,Պանելային,2,67,9,Պետական վիճակ,75000.0
Շենգավիթ,Քարե,2,67,1,Նորմալ վիճակ,82000.0
Ավան,Պանելային,4,90,7,Կապիտալ,120000.0
Ավան,Պանելային,3,50,4,Կապիտալ,71000.0
Աջափնյակ,Քարե,3,78,4,Կապիտալ,153000.0
Շենգավիթ,Քարե,5,130,3,Նորմալ վիճակ,130000.0
Արաբկիր,"Մոնոլիտ, Նորակառույց",3,93,9,Կապիտալ,235000.0
Նոր Նորք,Մոնոլիտ,2,41,10,Կապիտալ,63000.0
Կենտրոն,"Քարե, Նորակառույց",2,74,12,Զրոյական վիճակ,165000.0
Դավթաշեն,Պանելային,3,73,3,Կապիտալ,138000.0
Ավան,Պանելային,1,42,3,Նորմալ վիճակ,58000.0
Քանաքեռ Զեյթուն,Պանելային,1,33,2,Նորմալ վիճակ,49000.0
