Տարածաշրջան,Շինության տիպ,Սենյակներ,Մակերես,Հարկ,Վերանորոգում,Գինը
"Երևան, Կենտրոն","Մոնոլիտ, Նորակառույց",2,62 ,5,Կապիտալ,$235000
"Երևան, Նոր Նորք",Պանելային,1,43 ,2,Նորմալ վիճակ,$58000
"Երևան, Նոր Նորք","Մոնոլիտ, Նորակառույց",3,70 ,1,Կապիտալ,$125000
"Երևան, Նոր Նորք",Քարե,2,35 ,3,Կապիտալ,$63000
"Երևան, Արաբկիր",Քարե,2,48 ,2,Դիզայներական,$82000
"Երևան, Մալաթիա Սեբաստիա",Պանելային,2,45 ,2,Նորմալ վիճակ,$68000
"Երևան, Նոր Նորք",Պանելային,2,41 ,6,Կոսմետիկ,$66000
"Երևան, Արաբկիր",Քարե,2,43 ,3,Կապիտալ,$120000
"Երևան, Կենտրոն",Այլ,2,56 ,4,Կապիտալ,$250000
"Երևան, Կենտրոն",Քարե,2,68 ,1,Կոսմետիկ,$170000
"Երևան, Նոր Նորք","Մոնոլիտ, Նորակառույց",3,67 ,1,Դիզայներական,$122000
"Երևան, Նորք Մարաշ","Մոնոլիտ, Նորակառույց",2,62 ,2,Կապիտալ,$185000
"Երևան, Նոր Նորք",Քարե,3,77 ,4,Նորմալ վիճակ,$85000
"Երևան, Կենտրոն",Պանելային,3,89 ,8,Կապիտալ,$240000
"Երևան, Արաբկիր",Պանելային,2,77 ,8,Դիզայներական,$150000
"Երևան, Էրեբունի",Քարե,3,76 ,3,Կոսմետիկ,$90000
"Երևան, Կենտրոն",Պանելային,4,95 ,8,Նորմալ վիճակ,$230000
"Երևան, Նոր Նորք",Պանելային,4,100 ,9,Նորմալ վիճակ,$122000
"Երևան, Արաբկիր",Պանելային,4,92 ,9,Կապիտալ,$125000
"Երևան, Արաբկիր",Քարե,2,53 ,3,Պետական վիճակ,$87000
"Երևան, Արաբկիր",Քարե,2,40 ,5,Դիզայներական,$115000
"Երևան, Արաբկիր","Մոնոլիտ, Նորակառույց",2,59 ,6,Դիզայներական,$138000
"Երևան, Կենտրոն",Քարե,2,57 ,2,Նորմալ վիճակ,$210000
"Երևան, Նոր Նորք",Քարե,2,54 ,2,Կապիտալ,$85000
"Երևան, Դավթաշեն",Պանելային,3,100 ,4,Կապիտալ,$185000
"Երևան, Քանաքեռ Զեյթուն",Պանելային,3,77 ,9,Կոսմետիկ,$80000
"Երևան, Քանաքեռ Զեյթուն",Պանելային,3,67 ,8,Դիզայներական,$120000
"Երևան, Նոր Նորք",Քարե,2,50 ,3,Կապիտալ,$66000
"Երևան, Էրեբունի",Պանելային,2,40 ,9,Կապիտալ,$70000
"Երևան, Արաբկիր",Մոնոլիտ,2,77 ,15,Դիզայներական,$231000
"Երևան, Կենտրոն",Քարե,3,90 ,2,Կոսմետիկ,$148000
"Երևան, Նոր Նորք",Պանելային,2,62 ,7,Պետական վիճակ,$77000
"Երևան, Արաբկիր",Պանելային,3,96 ,9,Նորմալ վիճակ,$148000
"Երևան, Կենտրոն",Քարե,3,95 ,5,Դիզայներական,$279500
"Երևան, Քանաքեռ Զեյթուն",Պանելային,2,54 ,3,Կապիտալ,$74000
"Երևան, Մալաթիա Սեբաստիա",Պանելային,3,95 ,7,Նորմալ վիճակ,$88000
"Երևան, Նոր Նորք",Պանելային,3,79 ,9,Նորմալ վիճակ,$77000
"Երևան, Էրեբունի",Քարե,2,47 ,1,Կոսմետիկ,$48000
"Երևան, Արաբկիր","Մոնոլիտ, Նորակառույց",2,84 ,16,Դիզայներական,$255000
"Երևան, Նոր Նորք",Քարե,3,56 ,5,Կապիտալ,$80000
"Երևան, Նոր Նորք",Քարե,3,77 ,4,Նորմալ վիճակ,$98000
"Երևան, Արաբկիր","Մոնոլիտ, Նորակառույց",3,97 ,2,Կապիտալ,$195000
"Երևան, Դավթաշեն",Պանելային,2,40 ,7,Կապիտալ,$70000
"Երևան, Արաբկիր",Պանելային,3,79 ,13,Կապիտալ,$120000
"Երևան, Արաբկիր",Քարե,3,63 ,3,Կապիտալ,$155000
"Երևան, Մալաթիա Սեբաստիա",Պանելային,2,53 ,3,Նորմալ վիճակ,$74000
"Երևան, Կենտրոն",Պանելային,3,71 ,2,Կոսմետիկ,$125000
"Երևան, Արաբկիր",Քարե,3,73 ,3,Կոսմետիկ,$123000
"Երևան, Մալաթիա Սեբաստիա","Մոնոլիտ, Նորակառույց",3,103 ,15,Կապիտալ,$195000
"Երևան, Նոր Նորք",Պանելային,3,64 ,2,Կապիտալ,$95000
"Երևան, Արաբկիր",Քարե,2,78 ,4,Պետական վիճակ,$130000
"Երևան, Կենտրոն","Մոնոլիտ, Նորակառույց",3,125 ,15,Դիզայներական,$570000
"Երևան, Արաբկիր",Մոնոլիտ,3,103 ,3,Դիզայներական,$295000
"Երևան, Կենտրոն",Մոնոլիտ,3,132 ,11,Զրոյական վիճակ,$360000
"Երևան, Արաբկիր",Պանելային,1,43 ,3,Նորմալ վիճակ,$73000
"Երևան, Կենտրոն",Քարե,3,100 ,2,Կապիտալ,$329000
"Երևան, Արաբկիր",Քարե,2,67 ,3,Նորմալ վիճակ,$115000
"Երևան, Արաբկիր",Քարե,2,50 ,4,Նորմալ վիճակ,$122000
"Երևան, Քանաքեռ Զեյթուն",Պանելային,3,78 ,2,Կապիտալ,$140000
"Երևան, Կենտրոն",Պանելային,1,24 ,10,Դիզայներական,$81000
"Երևան, Մալաթիա Սեբաստիա",Պանելային,4,95 ,6,Կապիտալ,$133000
"Երևան, Նոր Նորք",Քարե,"4, Դուպլեքս",200 ,1,Դիզայներական,$370000
"Երևան, Շենգավիթ",Քարե,3,68 ,4,Կոսմետիկ,$89000
"Երևան, Արաբկիր",Քարե,3,95 ,3,Դիզայներական,$215000
"Երևան, Քանաքեռ Զեյթուն","Մոնոլիտ, Նորակառույց",3,122 ,17,Զրոյական վիճակ,$215000
"Երևան, Նոր Նորք",Պանելային,2,42 ,7,Կապիտալ,$60000
"Երևան, Արաբկիր",Քարե,4,96 ,3,Կոսմետիկ,$239000
"Երևան, Արաբկիր",Մոնոլիտ,2,80 ,10,Կապիտալ,$210000
"Երևան, Ավան",Քարե,1,41 ,3,Նորմալ վիճակ,$63000
"Երևան, Շենգավիթ",Պանելային,2,67 ,3,Կոսմետիկ,$85000
"Երևան, Արաբկիր",Քարե,2,73 ,2,Պետական վիճակ,$140000
"Երևան, Արաբկիր",Քարե,4,100 ,5,Նորմալ վիճակ,$140000
"Երևան, Կենտրոն",Պանելային,3,77 ,2,Նորմալ վիճակ,$210000
"Երևան, Դավթաշեն","Մոնոլիտ, Նորակառույց",2,42 ,12,Կապիտալ,$84000
"Երևան, Նոր Նորք","Մոնոլիտ, Նորակառույց",2,87 ,5,Դիզայներական,$230000
"Երևան, Արաբկիր","Մոնոլիտ, Նորակառույց",4,288 ,16,Զրոյական վիճակ,$861000
"Երևան, Աջափնյակ",Պանելային,3,82 ,6,Պետական վիճակ,$85000
"Երևան, Արաբկիր","Մոնոլիտ, Նորակառույց",2,67 ,6,Կապիտալ,$182000
"Երևան, Կենտրոն",Այլ,3,98 ,6,Կապիտալ,$250000
"Երևան, Արաբկիր",Մոնոլիտ,4,125 ,2,Դիզայներական,$450000
"Երևան, Կենտրոն",Պանելային,2,43 ,10,Կապիտալ,$129000
"Երևան, Դավթաշեն","Մոնոլիտ, Նորակառույց",3,90 ,4,Դիզայներական,$235000
"Երևան, Արաբկիր",Քարե,2,46 ,6,Նորմալ վիճակ,$85000
"Երևան, Դավթաշեն",Պանելային,3,69 ,14,Կապիտալ,$114000
"Երևան, Արաբկիր",Պանելային,3,74 ,7,Նորմալ վիճակ,$115000
"Երևան, Քանաքեռ Զեյթուն",Պանելային,4,109 ,10,Կապիտալ,$129000
"Երևան, Ավան",Պանելային,2,46 ,1,Կապիտալ,$67000
"Երևան, Շենգավիթ",Պանելային,3,57 ,2,Կապիտալ,$85000
"Երևան, Արաբկիր","Մոնոլիտ, Նորակառույց",2,60 ,4,Զրոյական վիճակ,$110000
"Երևան, Կենտրոն",Քարե,3,74 ,1,Կոսմետիկ,$190000
"Երևան, Նոր Նորք",Պանելային,2,63 ,8,Նորմալ վիճակ,$73000
"Երևան, Քանաքեռ Զեյթուն",Պանելային,2,52 ,6,Կապիտալ,$100000
"Երևան, Արաբկիր",Քարե,4,96 ,3,Դիզայներական,$234000
"Երևան, Քանաքեռ Զեյթուն","Մոնոլիտ, Նորակառույց",2,49 ,5,Զրոյական վիճակ,$120340
"Երևան, Դավթաշեն","Մոնոլիտ, Նորակառույց",3,75 ,8,Դիզայներական,$160000
"Երևան, Աջափնյակ",Պանելային,3,72 ,1,Զրոյական վիճակ,$77500
"Երևան, Արաբկիր",Քարե,3,76 ,2,Կապիտալ,$160000
"Երևան, Էրեբունի",Քարե,1,32 ,5,Պետական վիճակ,$47000
"Երևան, Մալաթիա Սեբաստիա",Պանելային,2,63 ,9,Կապիտալ,$85000
"Երևան, Արաբկիր",Մոնոլիտ,1,40 ,7,Կապիտալ,$113000
"Երևան, Էրեբունի",Քարե,1,40 ,3,Նորմալ վիճակ,$70000
"Երևան, Կենտրոն",Պանելային,4,78 ,9,Նորմալ վիճակ,$150000
"Երևան, Կենտրոն",Պանելային,3,65 ,1,Նորմալ վիճակ,$124000
"Երևան, Արաբկիր",Պանելային,3,80 ,1,Դիզայներական,$145000
"Երևան, Արաբկիր","Մոնոլիտ, Նորակառույց",2,75 ,5,Կապիտալ,$160000
"Երևան, Շենգավիթ",Քարե,2,46 ,1,Կապիտալ,$66000
"Երևան, Արաբկիր",Քարե,3,82 ,5,Կոսմետիկ,$155000
"Երևան, Կենտրոն",Պանելային,1,41 ,11,Պետական վիճակ,$78000
"Երևան, Մալաթիա Սեբաստիա",Պանելային,3,80 ,5,Պետական վիճակ,$82000
"Երևան, Արաբկիր",Պանելային,3,95 ,5,Նորմալ վիճակ,$155000
"Երևան, Արաբկիր",Քարե,3,71 ,3,Կապիտալ,$250000
"Երևան, Էրեբունի",Պանելային,3,73 ,1,Կոսմետիկ,$80000
"Երևան, Քանաքեռ Զեյթուն",Պանելային,3,82 ,16,Կոսմետիկ,$84000
"Երևան, Կենտրոն",Քարե,3,88 ,2,Դիզայներական,$300000
"Երևան, Քանաքեռ Զեյթուն",Պանելային,3,65 ,5,Կոսմետիկ,$75000
"Երևան, Աջափնյակ",Քարե,2,55 ,4,Նորմալ վիճակ,$79000
"Երևան, Ավան",Պանելային,3,73 ,6,Կապիտալ,$90000
"Երևան, Նոր Նորք","Մոնոլիտ, Նորակառույց",3,86 ,8,Դիզայներական,$145000
"Երևան, Արաբկիր",Պանելային,3,79 ,2,Կապիտալ,$195000
"Երևան, Արաբկիր","Մոնոլիտ, Նորակառույց",4,132 ,9,Կապիտալ,$250000
"Երևան, Աջափնյակ",Պանելային,2,61 ,12,Նորմալ վիճակ,$75000
"Երևան, Նոր Նորք",Պանելային,3,78 ,4,Նորմալ վիճակ,$85000
"Երևան, Արաբկիր",Պանելային,3,87 ,8,Կապիտալ,$150000
"Երևան, Շենգավիթ",Քարե,1,51 ,3,Զրոյական վիճակ,$72000
"Երևան, Մալաթիա Սեբաստիա",Պանելային,4,88 ,8,Կապիտալ,$135000
"Երևան, Արաբկիր",Քարե,3,78 ,2,Դիզայներական,$210000
"Երևան, Արաբկիր",Պանելային,3,95 ,14,Կապիտալ,$255000
"Երևան, Դավթաշեն",Պանելային,3,73 ,8,Կապիտալ,$134000
"Երևան, Դավթաշեն",Պանելային,3,78 ,2,Կապիտալ,$142000
"Երևան, Կենտրոն",Պանելային,3,91 ,7,Նորմալ վիճակ,$290000
"Երևան, Աջափնյակ",Քարե,3,72 ,3,Կապիտալ,$110000
"Երևան, Արաբկիր","Մոնոլիտ, Նորակառույց",3,67 ,11,Կապիտալ,$175000
"Երևան, Քանաքեռ Զեյթուն",Քարե,2,69 ,4,Դիզայներական,$113000
"Երևան, Արաբկիր",Պանելային,2,69 ,4,Պետական վիճակ,$75000
"Երևան, Դավթաշեն",Մոնոլիտ,3,83 ,7,Կապիտալ,$200000
"Երևան, Դավթաշեն",Պանելային,3,78 ,1,Պետական վիճակ,$102000
"Երևան, Նոր Նորք",Պանելային,2,66 ,7,Նորմալ վիճակ,$84000
"Երևան, Կենտրոն",Քարե,2,30 ,4,Դիզայներական,$119000
"Երևան, Արաբկիր",Պանելային,2,43 ,9,Նորմալ վիճակ,$88000
"Երևան, Արաբկիր",Քարե,3,93 ,5,Պետական վիճակ,$123000
"Երևան, Աջափնյակ",Քարե,2,49 ,4,Պետական վիճակ,$68000
"Երևան, Քանաքեռ Զեյթուն","Մոնոլիտ, Նորակառույց",2,60 ,6,Կապիտալ,$110000
"Երևան, Արաբկիր",Քարե,3,90 ,3,Կապիտալ,$165000
"Երևան, Շենգավիթ",Քարե,2,63 ,1,Նորմալ վիճակ,$70000
"Երևան, Շենգավիթ",Քարե,5,140 ,2,Կապիտալ,$184553
"Երևան, Կենտրոն",Քարե,3,52 ,2,Դիզայներական,$130000
"Երևան, Արաբկիր",Քարե,2,41 ,3,Կապիտալ,$123000
"Երևան, Արաբկիր","Մոնոլիտ, Նորակառույց",2,30 ,4,Դիզայներական,$47000
"Երևան, Նոր Նորք",Քարե,2,52 ,4,Նորմալ վիճակ,$63000
"Երևան, Մալաթիա Սեբաստիա",Քարե,3,76 ,5,Նորմալ վիճակ,$87000
"Երևան, Արաբկիր",Պանելային,2,74 ,12,Պետական վիճակ,$98000
"Երևան, Մալաթիա Սեբաստիա",Քարե,3,75 ,4,Կապիտալ,$85000
"Երևան, Քանաքեռ Զեյթուն",Քարե,5,124 ,4,Կապիտալ,$162000
"Երևան, Նոր Նորք",Պանելային,2,51 ,3,Կոսմետիկ,$60000
"Երևան, Արաբկիր",Քարե,3,80 ,2,Կապիտալ,$150000
"Երևան, Դավթաշեն",Պանելային,4,113 ,4,Կապիտալ,$140000
"Երևան, Դավթաշեն","Մոնոլիտ, Նորակառույց",3,87 ,9,Զրոյական վիճակ,$11329
"Երևան, Աջափնյակ","Մոնոլիտ, Նորակառույց",2,72 ,11,Կապիտալ,$110000
"Երևան, Արաբկիր","Մոնոլիտ, Նորակառույց",3,88 ,11,Դիզայներական,$270000
"Երևան, Կենտրոն","Մոնոլիտ, Նորակառույց",3,97 ,5,Կապիտալ,$355000
"Երևան, Կենտրոն",Պանելային,2,65 ,4,Դիզայներական,$189000
"Երևան, Կենտրոն","Մոնոլիտ, Նորակառույց",2,50 ,5,Դիզայներական,$320000
"Երևան, Դավթաշեն",Պանելային,3,96 ,6,Կոսմետիկ,$118000
"Երևան, Նոր Նորք",Պանելային,2,59 ,2,Կապիտալ,$90000
"Երևան, Մալաթիա Սեբաստիա",Քարե,3,77 ,3,Նորմալ վիճակ,$85000
"Երևան, Արաբկիր","Մոնոլիտ, Նորակառույց",4,118 ,12,Դիզայներական,$350000
"Երևան, Էրեբունի",Քարե,2,48 ,2,Կապիտալ,$68000
"Երևան, Նոր Նորք",Պանելային,2,50 ,3,Պետական վիճակ,$68500
"Երևան, Էրեբունի",Պանելային,1,40 ,3,Կոսմետիկ,$69000
"Երևան, Արաբկիր",Պանելային,3,55 ,4,Կապիտալ,$105000
"Երևան, Արաբկիր",Քարե,3,66 ,4,Կապիտալ,$153000
"Երևան, Արաբկիր",Քարե,3,76 ,5,Կապիտալ,$173000
"Երևան, Արաբկիր",Քարե,3,85 ,4,Նորմալ վիճակ,$160000
"Երևան, Կենտրոն","Մոնոլիտ, Նորակառույց",2,66 ,3,Կապիտալ,$240000
"Երևան, Արաբկիր",Քարե,2,51 ,7,Դիզայներական,$122000
"Երևան, Քանաքեռ Զեյթուն","Մոնոլիտ, Նորակառույց",3,110 ,12,Կապիտալ,$300000
"Երևան, Դավթաշեն",Պանելային,2,31 ,5,Կապիտալ,$64000
"Երևան, Կենտրոն",Քարե,2,37 ,1,Նորմալ վիճակ,$84000
"Երևան, Արաբկիր",Քարե,2,67 ,3,Պետական վիճակ,$115000
"Երևան, Դավթաշեն","Մոնոլիտ, Նորակառույց",3,83 ,7,Դիզայներական,$200000
"Երևան, Կենտրոն",Պանելային,3,100 ,5,Նորմալ վիճակ,$235000
"Երևան, Կենտրոն",Պանելային,1,37 ,2,Նորմալ վիճակ,$128000
"Երևան, Կենտրոն",Պանելային,1,40 ,12,Կապիտալ,$135000
"Երևան, Շենգավիթ",Քարե,3,71 ,3,Նորմալ վիճակ,$140000
"Երևան, Կենտրոն","Մոնոլիտ, Նորակառույց",3,125 ,13,Զրոյական վիճակ,$250000
"Երևան, Ավան",Քարե,1,44 ,2,Պետական վիճակ,$57000
"Երևան, Մալաթիա Սեբաստիա",Պանելային,1,43 ,9,Պետական վիճակ,$57000
"Երևան, Քանաքեռ Զեյթուն",Կասետային,3,51 ,1,Կապիտալ,$76000
"Երևան, Աջափնյակ",Պանելային,3,93 ,8,Պետական վիճակ,$96000
"Երևան, Արաբկիր",Քարե,2,52 ,5,Նորմալ վիճակ,$99000
"Երևան, Մալաթիա Սեբաստիա","Մոնոլիտ, Նորակառույց",3,87 ,4,Դիզայներական,$227000
"Երևան, Ավան",Պանելային,3,80 ,1,Կոսմետիկ,$97000
"Երևան, Նոր Նորք",Մոնոլիտ,2,71 ,5,Կապիտալ,$88000
"Երևան, Ավան",Մոնոլիտ,3,62 ,12,Կոսմետիկ,$77000
"Երևան, Նոր Նորք",Կասետային,2,50 ,2,Նորմալ վիճակ,$65000
"Երևան, Շենգավիթ",Քարե,2,47 ,4,Նորմալ վիճակ,$56000
"Երևան, Կենտրոն",Քարե,3,85 ,3,Կապիտալ,$398000
"Երևան, Քանաքեռ Զեյթուն",Պանելային,3,80 ,2,Կապիտալ,$159000
"Երևան, Նոր Նորք","Մոնոլիտ, Նորակառույց",3,102 ,14,Դիզայներական,$220000
"Երևան, Քանաքեռ Զեյթուն",Պանելային,3,80 ,1,Կոսմետիկ,$98000
"Երևան, Աջափնյակ",Պանելային,2,73 ,12,Կոսմետիկ,$85000
"Երևան, Մալաթիա Սեբաստիա",Պանելային,2,55 ,7,Կապիտալ,$515
"Երևան, Արաբկիր","Մոնոլիտ, Նորակառույց",2,43 ,5,Կապիտալ,$125000
"Երևան, Ավան",Պանելային,3,82 ,4,Կապիտալ,$112000
"Երևան, Նոր Նորք",Պանելային,2,64 ,4,Նորմալ վիճակ,$87000
"Երևան, Կենտրոն",Քարե,3,80 ,4,Դիզայներական,$203000
"Երևան, Արաբկիր",Քարե,3,52 ,2,Դիզայներական,$111000
"Երևան, Էրեբունի",Պանելային,2,36 ,4,Նորմալ վիճակ,$50000
"Երևան, Շենգավիթ",Պանելային,2,40 ,5,Կապիտալ,$61500
"Երևան, Արաբկիր",Քարե,2,55 ,5,Կապիտալ,$110000
"Երևան, Արաբկիր",Պանելային,3,80 ,7,Կապիտալ,$140000
"Երևան, Արաբկիր","Մոնոլիտ, Նորակառույց",1,35 ,3,Դիզայներական,$90000
"Երևան, Կենտրոն",Այլ,2,70 ,5,Կապիտալ,$202000
"Երևան, Արաբկիր",Պանելային,2,64 ,6,Նորմալ վիճակ,$110000
"Երևան, Ավան",Պանելային,3,52 ,9,Կապիտալ,$72000
"Երևան, Նոր Նորք","Մոնոլիտ, Նորակառույց",2,57 ,7,Զրոյական վիճակ,$1
"Երևան, Արաբկիր",Քարե,2,66 ,4,Կապիտալ,$165000
"Երևան, Կենտրոն",Պանելային,3,72 ,4,Կապիտալ,$117000
"Երևան, Դավթաշեն","Պանելային, Նորակառույց",3,82 ,5,Նորմալ վիճակ,$100000
"Երևան, Քանաքեռ Զեյթուն",Պանելային,3,55 ,8,Կոսմետիկ,$66000
"Երևան, Արաբկիր",Քարե,3,76 ,5,Նորմալ վիճակ,$115000
"Երևան, Քանաքեռ Զեյթուն",Քարե,3,76 ,2,Դիզայներական,$185000
"Երևան, Էրեբունի",Քարե,2,60 ,2,Կապիտալ,$84000
"Երևան, Արաբկիր","Մոնոլիտ, Նորակառույց",4,110 ,17,Կապիտալ,$275000
"Երևան, Մալաթիա Սեբաստիա",Պանելային,2,51 ,2,Կոսմետիկ,$73000
"Երևան, Քանաքեռ Զեյթուն","Մոնոլիտ, Նորակառույց",3,76 ,6,Կապիտալ,$135000
"Երևան, Արաբկիր",Պանելային,3,74 ,5,Նորմալ վիճակ,$140000
"Երևան, Արաբկիր",Քարե,2,41 ,4,Կապիտալ,$87000
"Երևան, Դավթաշեն","Մոնոլիտ, Նորակառույց",2,71 ,2,Կապիտալ,$180000
"Երևան, Դավթաշեն","Մոնոլիտ, Նորակառույց",3,71 ,6,Դիզայներական,$160000
"Երևան, Կենտրոն","Մոնոլիտ, Նորակառույց",3,61 ,11,Դիզայներական,$220000
"Երևան, Մալաթիա Սեբաստիա",Քարե,2,35 ,1,Կապիտալ,$69000
"Երևան, Դավթաշեն",Պանելային,2,56 ,10,Դիզայներական,$115000
"Երևան, Քանաքեռ Զեյթուն",Քարե,3,54 ,1,Կապիտալ,$58000
"Երևան, Կենտրոն","Մոնոլիտ, Նորակառույց",5,142 ,8,Զրոյական վիճակ,$290000
"Երևան, Կենտրոն",Պանելային,3,84 ,5,Կոսմետիկ,պայմ.
"Երևան, Արաբկիր","Մոնոլիտ, Նորակառույց",3,93 ,2,Կապիտալ,$271000
"Երևան, Կենտրոն",Պանելային,2,75 ,3,Դիզայներական,$230000
"Երևան, Էրեբունի",Պանելային,2,67 ,8,Նորմալ վիճակ,$74000
"Երևան, Էրեբունի",Քարե,3,63 ,5,Պետական վիճակ,$75000
"Երևան, Աջափնյակ","Պանելային, Նորակառույց",2,43 ,5,Կապիտալ,$90000
"Երևան, Մալաթիա Սեբաստիա",Մոնոլիտ,2,53 ,19,Դիզայներական,$139000
"Երևան, Կենտրոն",Այլ,3,42 ,1,Կապիտալ,$150000
"Երևան, Մալաթիա Սեբաստիա",Պանելային,3,80 ,8,Կապիտալ,$107000
"Երևան, Արաբկիր","Մոնոլիտ, Նորակառույց",3,121 ,14,Կապիտալ,$272000
"Երևան, Արաբկիր","Մոնոլիտ, Նորակառույց",2,56 ,8,Դիզայներական,$156000
"Երևան, Շենգավիթ",Քարե,3,77 ,1,Կապիտալ,$125000
"Երևան, Դավթաշեն","Մոնոլիտ, Նորակառույց",3,74 ,12,Դիզայներական,$168000
"Երևան, Էրեբունի",Պանելային,3,60 ,4,Պետական վիճակ,$68000
"Երևան, Աջափնյակ","Մոնոլիտ, Նորակառույց",3,71 ,8,Դիզայներական,$132000
"Երևան, Քանաքեռ Զեյթուն",Պանելային,3,75 ,2,Նորմալ վիճակ,$88000
"Երևան, Արաբկիր",Քարե,3,64 ,5,Կապիտալ,$115000
"Երևան, Մալաթիա Սեբաստիա",Պանելային,3,73 ,4,Կոսմետիկ,$92000
"Երևան, Արաբկիր",Քարե,3,95 ,4,Պետական վիճակ,$160000
"Երևան, Էրեբունի",Քարե,1,32 ,5,Նորմալ վիճակ,$52000
"Երևան, Արաբկիր","Մոնոլիտ, Նորակառույց",3,123 ,9,Կապիտալ,$240000
"Երևան, Կենտրոն",Պանելային,3,66 ,11,Պետական վիճակ,$140000
"Տավուշ, Դիլիջան",Քարե,1,40 ,2,Կոսմետիկ,$50000
"Կոտայք, Չարենցավան",Քարե,3,76 ,4,Պետական վիճակ,$54000
"Երևան, Նոր Նորք",Քարե,2,50 ,5,Կոսմետիկ,$77000
"Երևան, Քանաքեռ Զեյթուն",Պանելային,1,17,2,Կոսմետիկ,$34500
"Երևան, Նոր Նորք",Մոնոլիտ,3,64,5,Կոսմետիկ,$100000
"Երևան, Արաբկիր",Քարե,3,86,4,Նորմալ վիճակ,$135000
"Երևան, Մալաթիա Սեբաստիա","Մոնոլիտ, Նորակառույց",2,55,6,Պետական վիճակ,$65740
"Երևան, Արաբկիր",Քարե,3,86,5,Կապիտալ,$125000
"Երևան, Կենտրոն",Քարե,2,54,4,Նորմալ վիճակ,$117000
"Երևան, Կենտրոն","Մոնոլիտ, Նորակառույց",2,45,5,Կապիտալ,$240000
"Երևան, Կենտրոն",Քարե,4,136,3,Կապիտալ,$500000
"Երևան, Մալաթիա Սեբաստիա",Պանելային,3,73,9,Նորմալ վիճակ,$87000
"Երևան, Մալաթիա Սեբաստիա",Պանելային,3,75,9,Նորմալ վիճակ,$85000
"Երևան, Նոր Նորք",Պանելային,3,72,4,Կոսմետիկ,$100000
"Կոտայք, Հրազդան",Պանելային,2,68,4,Պետական վիճակ,$33000
"Արարատ, Մասիս",Քարե,1,29,4,Կապիտալ,$36000
"Երևան, Արաբկիր","Մոնոլիտ, Նորակառույց",3,82,3,Զրոյական վիճակ,$137000
"Կոտայք, Աբովյան",Քարե,1,14,4,Նորմալ վիճակ,$15000
"Երևան, Նոր Նորք",Պանելային,2,54,5,Կոսմետիկ,$66000
"Երևան, Ավան",Պանելային,2,57,3,Դիզայներական,$117000
"Երևան, Արաբկիր",Քարե,3,109,5,Դիզայներական,$330000
"Լոռի, Վանաձոր","Մոնոլիտ, Նորակառույց",3,80,3,Պետական վիճակ,$32000
"Արարատ, Արարատ",Քարե,2,45,2,Նորմալ վիճակ,$29000
"Արարատ, Արտաշատ",Քարե,2,38,3,Պետական վիճակ,$23000
"Երևան, Շենգավիթ",Պանելային,2,49,1,Կոսմետիկ,$71500
"Երևան, Քանաքեռ Զեյթուն","Մոնոլիտ, Նորակառույց",2,56,6,Զրոյական վիճակ,$117000
"Երևան, Կենտրոն",Պանելային,2,79,16,Նորմալ վիճակ,$160000
"Երևան, Մալաթիա Սեբաստիա",Մոնոլիտ,3,84,12,Կապիտալ,$105000
"Երևան, Ավան",Մոնոլիտ,2,49,5,Պետական վիճակ,$10
"Երևան, Նոր Նորք",Պանելային,2,51,1,Կոսմետիկ,$67000
"Երևան, Արաբկիր",Պանելային,2,49,4,Կոսմետիկ,$66000
"Երևան, Արաբկիր",Պանելային,4,85,5,Կապիտալ,$127000
"Երևան, Արաբկիր",Քարե,6,178,3,Կապիտալ,պայմ.
"Երևան, Արաբկիր",Մոնոլիտ,3,92,2,Նորմալ վիճակ,$87000
"Երևան, Էրեբունի",Քարե,3,75,4,Նորմալ վիճակ,$106000
"Երևան, Ավան",Պանելային,1,56,10,Կոսմետիկ,$71500
"Երևան, Կենտրոն",Քարե,4,115,5,Կապիտալ,$550000
"Արմավիր, Մեծամոր",Պանելային,2,40,4,Կոսմետիկ,$25000
"Երևան, Արաբկիր",Մոնոլիտ,3,79,13,Կապիտալ,$132000
"Երևան, Նոր Նորք",Քարե,3,72,4,Նորմալ վիճակ,$96000
"Երևան, Կենտրոն",Քարե,3,92,6,Դիզայներական,$275000
"Երևան, Էրեբունի",Քարե,4,150,6,Կոսմետիկ,$158000
"Երևան, Կենտրոն",Պանելային,3,125,9,Կապիտալ,$325000
"Երևան, Կենտրոն","Մոնոլիտ, Նորակառույց",4,90,4,Դիզայներական,$1805
"Երևան, Կենտրոն","Մոնոլիտ, Նորակառույց",2,52,10,Կապիտալ,$125000
"Երևան, Կենտրոն",Քարե,3,88,4,Կապիտալ,$220000
"Երևան, Կենտրոն","Մոնոլիտ, Նորակառույց",Ազատ նախագիծ,41,1,Զրոյական վիճակ,$155000
"Երևան, Արաբկիր",Քարե,2,63,4,Պետական վիճակ,$130000
"Կոտայք, Եղվարդ",Քարե,1,39,3,Կոսմետիկ,$37000
"Երևան, Մալաթիա Սեբաստիա","Մոնոլիտ, Նորակառույց",2,56,10,Զրոյական վիճակ,$90000
"Երևան, Մալաթիա Սեբաստիա",Քարե,5,110,4,Կապիտալ,$112000
"Երևան, Կենտրոն",Պանելային,1,40,6,Կոսմետիկ,$120000
"Երևան, Նոր Նորք",Պանելային,3,47,8,Նորմալ վիճակ,$72000
"Երևան, Արաբկիր",Քարե,1,35,1,Դիզայներական,$77500
